Student_ID,Name,Gender,Age,Region,School_Type,Household_Size,School_ID
36f7a26c-5a9c-4679-ac3d-17e26d39da75,Denise Griffin,Male,18,North West,Public,10,61b1cd22-6280-4c45-9043-5a1098ae4334
9e825aae-9d36-46a1-88de-c921260cb547,Maria Porter,Male,18,South East,Public,5,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
0f9c5300-7aa1-4567-8cf9-eea9e1fdc6d1,James Barnes,Female,15,North East,Public,9,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
869bc00f-cc15-4a1b-a278-9642a484e035,Zachary Stephens,Female,19,South East,Public,10,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
c82ba1be-61eb-44e6-bd49-8e2004ffeab2,Karen Harrington,Female,17,North West,Private,8,b0cbc61f-3d85-4e89-8217-14298e200724
809cd839-90ce-42e8-a9a5-336858129eb2,Devin Johnson,Male,16,South West,Private,5,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
e550d736-0780-4e71-b811-b51998dc9e0b,Diana Stokes,Male,16,North West,Public,4,48603b32-b4fb-4eb9-89c1-3de73b4206c5
c44fc4b8-5b80-48d1-8788-dfed78c04ed8,Crystal Moore,Female,19,North Central,Public,5,d47d577b-fa5a-41ca-859d-d55d4b943e30
443b1d0f-3dbc-4093-a828-44423f738f50,Raven Mclaughlin,Female,16,North East,Public,4,0a17991e-a576-4411-a0a1-1839e7457704
382b5b86-f2a3-4efd-bf13-8c80c398c332,Vickie Price,Male,19,North West,Public,9,8b10550c-d570-4f32-b02c-dd20286218b8
d86065a2-fdd5-40f8-96d7-44fdef69a980,David Stewart,Male,18,North East,Private,10,06e745f9-88bc-439c-9f4c-3b79fb10987f
e9fa97e2-5bd9-4609-b297-a782bcf474aa,Michele Bell,Male,18,South South,Private,3,23e2fcb4-72d8-467d-894a-05e430b187ef
9027e770-2460-40d2-9048-83c191519998,Sara Cochran,Male,19,North Central,Public,2,0a17991e-a576-4411-a0a1-1839e7457704
4f1e1a37-8ac8-4d93-be02-921df86b543a,Andrew Brown,Male,18,South East,Private,8,8a476a87-e49d-481d-91d8-7c6455fa1ab8
86c5547c-051a-4039-b803-dcee9a069295,Gary Mendez,Female,17,South West,Public,4,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
b7893986-573b-4c17-a167-c35ece7334f2,Robert Oneill,Male,16,North Central,Public,10,c30ff46e-8026-495f-b8cd-a88b436d76e2
962c04dd-25d0-4461-859c-15740f3f0f48,Brenda Rodriguez,Female,16,South East,Public,10,688c7015-aab9-4e49-8f2d-479681d2c7de
f5e72daf-5d69-4bc8-9c54-d59b86bb42c7,Michael Bates,Male,19,North East,Private,7,db52ca58-0500-4bc6-b20d-cb6ef2311f17
4d407b28-5628-4dcd-99dd-3e8c96053035,William Oconnor,Female,19,South West,Private,4,aefcfad8-efc8-4849-b3aa-7efe4458a885
f5edf382-a3a6-4f83-8ab6-31076fd69b3a,Mr. Michael Hoffman,Female,16,South South,Private,7,b0cbc61f-3d85-4e89-8217-14298e200724
c9784b52-9d1c-4838-adc8-cca8e3bcd6f3,Max Olsen,Female,18,North East,Private,6,87fa841a-3e83-491f-a544-0fe06e417d47
b0416f19-bbe7-4835-8e8b-f78a60ddc7f1,Christopher Smith,Female,17,South West,Private,8,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
643ffdae-92a5-4d04-b2dd-e1f5b3b6d344,Patricia Bradley,Female,19,North West,Public,5,60141de9-f54a-40a2-a874-66d7ad66a1bd
ebc92914-5176-49d1-9a36-24d62e9ce8ff,Lisa Bowman,Male,17,South South,Public,10,23e2fcb4-72d8-467d-894a-05e430b187ef
2401342a-7f05-4bf5-afca-c5771aa6f7cb,Blake Reed,Female,17,North West,Private,6,6105716b-ab0e-464e-9c3e-b2d591e1aa96
e2a45909-a2dd-42d5-aafa-ab7b51cbf9e5,Samantha Santiago,Male,16,North West,Private,3,aefcfad8-efc8-4849-b3aa-7efe4458a885
725656e3-55f3-4d50-a2fb-b984bab27bce,Daniel Steele,Male,19,North Central,Private,2,7d106c60-8162-4cf1-8394-72e6da587e8a
1ba827c6-c97a-44ad-81b4-55b859b9222c,Amber Kim,Male,19,North East,Private,6,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
e271fff9-2a95-47f6-b817-0ebf6b6e64c5,Stephen Bell,Male,15,South South,Public,6,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
7abfcebf-d42c-41ae-99f7-38cb6016c743,Laura Chang,Female,18,South West,Private,7,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
12de9e5a-7387-428a-a9a3-db6d39bfca38,Amanda Smith,Female,15,South West,Public,4,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
12fecc2b-1acf-42c5-b3a0-212042d943ee,Stephen Martin,Female,17,South West,Public,8,8b10550c-d570-4f32-b02c-dd20286218b8
e5eb772d-f11c-4ac5-8c0b-393a13335bc9,Gail Galloway,Female,16,North East,Private,4,a14923c2-f920-464c-8763-fcd01f15c7b6
07ef2ba8-b45a-4ab3-bb94-a34de4aa786d,Matthew Lawson,Female,19,South West,Public,2,61b1cd22-6280-4c45-9043-5a1098ae4334
19ec0829-0db5-4441-a837-f4186f27c1b9,William Ortiz,Female,19,North Central,Public,10,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
badf9397-ecf2-4429-b8d7-7d2f8dda4ff2,Mary Evans,Female,17,North West,Public,2,8f15ba58-fce6-4504-87f8-424daae65fc1
925f8199-6495-4d5f-8cb4-e891188df23b,Katherine Brown,Male,17,South West,Private,9,b0cbc61f-3d85-4e89-8217-14298e200724
4b6797a1-166e-4fe3-ad77-959500fa0eb4,Lori Castillo,Female,17,South West,Public,9,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
2bbba89d-34fa-4ee1-8696-9d4818d42238,Vanessa Wells,Male,15,South South,Private,10,cdfc6ee0-e61e-4e90-8267-deb3aab612c9
65c06b93-c8ed-4bdd-8ef0-3f801d91fe39,Steven Baker,Female,19,South East,Private,4,dd6ac7b8-6778-443b-85c5-b37af85e06a1
2f546033-6334-4a2a-8b4b-d7e7a4515ae0,James Lopez,Female,16,South West,Public,3,655238a6-43ff-4011-bd1a-85dd506e5a9a
770e09db-7092-4401-8367-5d580b6c03c8,Russell Elliott,Female,17,South West,Public,8,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
aadf3692-b24b-4b96-8092-7b7426b07ff6,Michael Morton,Female,15,South West,Private,10,fd72b050-96a9-454f-9c33-e1f94c1f55ab
96f84ff7-c1a7-4883-b880-287869fb0763,Antonio Hughes,Male,15,North Central,Public,4,21df306f-8a0b-4c33-b6d8-393a7c441fe7
891778e8-f733-4094-ab2b-78b985c7f3be,Taylor Armstrong,Female,18,South East,Public,7,bf0d073d-821c-4336-9970-cf60ebff8d15
143665f5-4c81-4260-b9ec-533c3c53090e,Scott Johnson,Male,15,South West,Private,5,61b1cd22-6280-4c45-9043-5a1098ae4334
ccea5031-844e-450b-a684-390c923b7820,Vickie Hernandez,Male,18,North Central,Public,8,23e2fcb4-72d8-467d-894a-05e430b187ef
2c41cbd3-72f4-44ab-81d7-1f4af3025d16,Carol Lewis,Female,18,South East,Public,9,fd72b050-96a9-454f-9c33-e1f94c1f55ab
6c624c2c-0aec-4ec7-a04d-b9da31567f2a,Michael Harris,Male,19,North East,Public,4,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
d5881c1c-25db-4946-a091-e5b4d2938e6e,Emma Acosta,Female,17,North West,Private,5,f3b1025b-fff9-4585-8d55-7b618a175dfe
635a775d-1647-4e3f-9127-b207ceae1325,Kristen Gates,Male,15,South South,Public,2,bf0d073d-821c-4336-9970-cf60ebff8d15
df9b7c1f-eacb-4f6d-b549-c9f9850a48d4,Michael Matthews,Female,16,North East,Public,3,8f15ba58-fce6-4504-87f8-424daae65fc1
6a18e5af-1cce-48e9-ab6a-8061c81c8d31,Keith Aguilar,Male,17,North East,Private,3,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
ecc817a6-19a6-480e-b08c-e6c2f6ff3521,Richard Floyd,Female,16,North West,Private,7,3c19e71d-1184-45ad-9e11-d2cd0930aef6
5807cf74-e150-4425-891f-4683de12dbf1,Deborah Pena,Female,18,South South,Public,3,12a4def0-c4bb-47a9-9988-68dd9c7c7377
099759a3-7919-455c-9be4-f19f92701d60,Jamie Montgomery,Female,18,South East,Private,10,60141de9-f54a-40a2-a874-66d7ad66a1bd
09eda6f5-66d7-4d97-b193-c8b8ae49c079,Shawn Vaughn,Male,16,North East,Private,10,12a4def0-c4bb-47a9-9988-68dd9c7c7377
ebbbd763-79a7-463b-bee9-75da0c9e5550,Jaime Morgan,Male,15,North East,Public,2,06e745f9-88bc-439c-9f4c-3b79fb10987f
47c4cc51-4f9a-4f98-8d95-0273cb2cc805,Shannon Cohen,Male,15,South South,Private,6,8a476a87-e49d-481d-91d8-7c6455fa1ab8
226716e3-3a5b-4ac5-9e70-3b72f8f58a26,Patrick Schroeder,Female,18,South South,Private,9,2067bdac-88bd-43d1-b540-b30e039f3a25
6ab19e15-ba92-492e-84f8-b53c52246d05,Ann Alexander,Female,16,South South,Public,8,db52ca58-0500-4bc6-b20d-cb6ef2311f17
bdae8eff-683c-410e-92ef-a93be9d6bb7e,Mr. James Brown,Female,19,North Central,Public,3,b0cbc61f-3d85-4e89-8217-14298e200724
4fa5c35e-10cc-4604-a8b2-6b1bca9f1d59,Jennifer Deleon,Male,17,South East,Public,10,aefcfad8-efc8-4849-b3aa-7efe4458a885
07692583-9194-421e-a11b-f0d486379f04,Shaun Gonzalez,Male,15,South South,Private,2,db52ca58-0500-4bc6-b20d-cb6ef2311f17
74d9d1f5-0877-4804-bfde-98140ec0ad4b,Isaac Gonzalez,Male,17,North West,Private,9,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
814ff657-76d7-4561-92d1-4ef55e4c4fd1,Thomas Maldonado,Female,15,South West,Public,9,0a17991e-a576-4411-a0a1-1839e7457704
98133da1-7d21-40ad-9f59-fb4d3defa7ba,Tyler Wells,Female,16,North Central,Private,10,dea4ae17-54fd-4ad3-9716-108ef72169bb
29dc073e-5820-43f2-9989-dd6c8d2434f9,Deanna Rivas,Male,18,South West,Private,9,7d106c60-8162-4cf1-8394-72e6da587e8a
62f5f7c2-0706-4ec2-88fa-4e981723ecdb,Scott Chan,Male,18,South South,Public,9,12a4def0-c4bb-47a9-9988-68dd9c7c7377
a5bab050-38aa-46df-9b6b-a39b36dd9529,Daniel Pearson,Female,18,South South,Public,10,60141de9-f54a-40a2-a874-66d7ad66a1bd
c7c1fb1b-dd58-431b-8522-26b983666636,Melanie Wells,Female,16,North West,Private,6,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
99e4704c-2c56-40cd-a5ba-247221df5609,Courtney Franklin,Male,17,North East,Private,9,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
f78ee9e8-b676-491d-8e32-9b4bf168c605,Desiree Woodard,Female,19,South West,Public,7,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
4082fcda-7580-44e9-9945-0186da018d29,Eric Meyer,Male,17,South South,Public,10,cdfc6ee0-e61e-4e90-8267-deb3aab612c9
1a312044-95a0-4356-a5ab-c9ff9fa4a627,Zachary Levy,Male,18,South East,Public,4,dd6ac7b8-6778-443b-85c5-b37af85e06a1
a5b83693-8fbb-4749-9fcd-859ed6e18109,Diane Cohen,Female,19,North East,Public,10,4e7ed827-455a-4762-b428-a656b3ee4d3b
fd053963-5616-4f7e-9057-a0027b53359e,Frederick Hill,Male,17,South East,Private,10,8b10550c-d570-4f32-b02c-dd20286218b8
e4729be5-f3c2-444a-b60a-3dcca7f77451,Chelsea Holmes,Female,18,North West,Public,2,8b10550c-d570-4f32-b02c-dd20286218b8
ce30a61d-0e88-48ec-a651-e3e13d846fc9,Rhonda Powell,Male,19,North East,Private,3,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
b8a60402-23d2-4b8d-ae46-024d51d05ef3,Jonathan Phillips,Female,18,South East,Private,8,61b1cd22-6280-4c45-9043-5a1098ae4334
6365fc2a-6793-4b09-ab27-1effe82b5b36,Lauren Cooley,Male,15,North West,Public,6,a14923c2-f920-464c-8763-fcd01f15c7b6
b9ff2c29-57d9-4bb0-b09e-47bad0e656e5,Melissa Little,Female,17,South South,Private,9,db52ca58-0500-4bc6-b20d-cb6ef2311f17
abff9286-f0cf-4d73-a812-1ef079c9c839,Eric Jackson,Male,15,South West,Public,3,2067bdac-88bd-43d1-b540-b30e039f3a25
2e5eeb6a-8ee9-481a-a061-f65fa8596f8c,John Figueroa,Male,19,South South,Private,3,b04d3376-77fc-4703-9fd5-a423706c5c56
c34e9baf-8f1c-42cc-8eef-9fa8b9a5d4d0,Theresa Lam,Male,15,North Central,Public,6,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
5af3da5a-38e5-4b27-96dc-5a6ea7890770,Seth Fisher,Female,16,South South,Public,6,688c7015-aab9-4e49-8f2d-479681d2c7de
42b40281-5f26-4466-94d1-332ae3082ddc,Julie Wilson,Male,16,South South,Public,4,23e2fcb4-72d8-467d-894a-05e430b187ef
9565257b-a267-432f-9dcb-f4bc0dbdc5da,Lisa Kennedy,Male,17,South East,Private,4,0a17991e-a576-4411-a0a1-1839e7457704
de14553b-1eac-41d9-801f-490931cd9f6e,Kendra Gutierrez,Female,16,North Central,Public,8,655238a6-43ff-4011-bd1a-85dd506e5a9a
232a5e82-2699-4aab-9aaf-7529deeff82a,Grace Benitez DVM,Male,19,North Central,Private,10,dea4ae17-54fd-4ad3-9716-108ef72169bb
50fe8199-24aa-4685-b523-66cefc950bba,Catherine Miller,Female,16,South West,Private,3,d47d577b-fa5a-41ca-859d-d55d4b943e30
2d445af8-fc94-46b1-a18b-5d1555273407,Anthony Hayes,Female,19,South West,Public,2,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
2b29bf36-c606-4dc4-82dd-901d359a1533,Brooke Glover,Male,19,South West,Public,8,23e2fcb4-72d8-467d-894a-05e430b187ef
9d4e8b5d-2120-4fba-9689-e0b8c79ddb62,Jeffrey Patterson,Male,18,South South,Public,10,12a4def0-c4bb-47a9-9988-68dd9c7c7377
09a85dc5-0131-4f3b-a221-06707a36e788,Monica Dodson,Male,16,South East,Private,9,6e068097-25e9-4977-8d72-48e2951f58d0
d54e7948-c1c0-45e3-927c-8f50e45a87e8,Alicia Smith,Female,16,North Central,Private,9,82ec9f2d-fbf6-416f-9b30-80d56fb78271
b18ad67d-39ec-4ca1-bfb2-df47bbcd6c18,Emily Garcia,Female,19,South South,Private,5,688c7015-aab9-4e49-8f2d-479681d2c7de
2ac1d5ca-4e5d-4f12-96b3-1f4a80daa8ca,Angel Fry,Female,15,North East,Private,3,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
98abb2e7-8531-4f0f-ba53-312274b79620,Jessica Mcdaniel,Male,19,North East,Private,4,60141de9-f54a-40a2-a874-66d7ad66a1bd
e6c11650-ff02-45b0-97bd-56c92240063b,Paul Martin DVM,Female,19,North East,Public,3,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
3a799efa-04e5-4bd5-a744-acd4cfdfc6f9,William Clark,Female,17,South East,Public,7,06e745f9-88bc-439c-9f4c-3b79fb10987f
2b429596-812f-4a38-96f6-1c09059c1ba0,Michael Conner,Female,19,North East,Public,2,82dc4c8e-36b5-429a-acf5-e81e71316269
417b6634-a3ec-452c-a065-3245600c9c71,Lisa Wheeler,Female,19,South South,Private,5,6105716b-ab0e-464e-9c3e-b2d591e1aa96
a750350e-1bad-42a8-a976-dc4d0c472187,Amber Wilson,Male,18,North Central,Public,10,f3b1025b-fff9-4585-8d55-7b618a175dfe
8c1ab2c7-1fa3-4d1f-a158-4f8871be94c3,Michael Harris,Male,19,South West,Private,4,e27a984d-6548-41d0-bfcd-9eb1a7cad415
4d15f7d8-0261-487a-a15c-159aaf8ca888,Brian Meyer,Male,16,North East,Public,8,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
231d260b-b362-4d55-9b0a-da0b9f6facc1,Steven Hunt,Male,19,North East,Public,5,4e7ed827-455a-4762-b428-a656b3ee4d3b
1d2fed2a-485f-4888-9e23-da4b9e21741f,Kathleen Lynch,Male,16,North Central,Public,5,48603b32-b4fb-4eb9-89c1-3de73b4206c5
85ece729-d4dd-4b56-8353-91b2c72850c1,Heather Ortiz,Female,19,South East,Private,9,bf0d073d-821c-4336-9970-cf60ebff8d15
7f111a36-8c52-4271-8a16-7e18290e3e89,Melissa Castillo,Male,17,North West,Public,2,8b10550c-d570-4f32-b02c-dd20286218b8
abf0263e-0343-4b64-80b3-700f3c088990,Brian Andrews,Female,16,South South,Public,2,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
170fa87b-f30e-44fe-a62e-55597e7d9a19,Angela Cummings,Male,18,South East,Public,6,5260001e-eecf-47d2-b491-76f46090d697
3b2d520b-a4f3-4185-8182-2509e79f9f3d,William Baker,Female,18,North West,Private,3,a14923c2-f920-464c-8763-fcd01f15c7b6
2cb941fc-d02c-45f9-998d-13a40cd20e43,Sarah Ward,Male,18,North West,Public,5,23e2fcb4-72d8-467d-894a-05e430b187ef
bd10f87c-6d0e-4597-900d-92a7ad409244,Samuel Zamora,Female,16,North Central,Private,6,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
a9d1a28e-236d-4176-9a1c-96ae0279e2ab,Erin Kline,Female,16,North Central,Private,7,3c19e71d-1184-45ad-9e11-d2cd0930aef6
e0e3c5ce-44af-4cb7-9f2e-befcf480b91e,Jacqueline Cooper,Male,17,North East,Public,6,6694c343-10ba-48e3-9276-2bdc1d34d08e
f659f188-6676-4c75-a699-5af51d24181c,Russell Vaughn,Female,18,South East,Public,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
a61acd8e-6bf7-440f-8cc6-2fed7a6e43d0,Carol Anderson,Male,17,South West,Public,10,8b10550c-d570-4f32-b02c-dd20286218b8
f1458426-fb48-4ded-8f03-7337b9f6143b,Ashley Pruitt,Female,17,North East,Public,8,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
adab2c2f-91a6-46da-8d61-39887b90942f,Logan Maxwell,Male,15,North East,Public,9,fd72b050-96a9-454f-9c33-e1f94c1f55ab
af390a9d-dcd1-4413-8760-801f9c81fc46,Monica Snow,Female,16,North Central,Private,9,b04d3376-77fc-4703-9fd5-a423706c5c56
1ce97871-7cf5-4d5f-ab9f-33cb7bab1baa,Jessica Brown,Male,17,South West,Public,3,4e7ed827-455a-4762-b428-a656b3ee4d3b
b45e9463-032a-49e0-9071-e5f0a7ac590c,Kelly Manning,Male,19,North Central,Public,3,6105716b-ab0e-464e-9c3e-b2d591e1aa96
fa575cea-3957-4344-90a4-a421b9493906,Shelley Stone,Female,19,North West,Private,4,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
1861c9f3-9e44-498c-b359-390eb0309aaf,Nicholas Olson,Male,19,South West,Public,9,5260001e-eecf-47d2-b491-76f46090d697
62874624-a433-4510-ad21-b4cca9e8f0d8,Ronald Mcclain,Male,15,North East,Public,4,bf0d073d-821c-4336-9970-cf60ebff8d15
a4b5c723-02fb-4869-8df8-0b899ce7eed1,Kathy Harrison,Male,19,South South,Public,3,847fd9b4-e64d-4bcb-b027-53a15f987c71
132a5e58-2a57-4880-9e92-05ea7eef09ab,Erica Rivera,Female,15,North West,Private,6,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
39034b65-81c6-4eeb-8ce3-c8c847354e4f,Jamie Montoya,Female,15,South West,Public,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
cd1f75a3-71b6-4ca1-b587-3920142e3df0,Anita Jimenez,Male,17,North West,Private,8,06e745f9-88bc-439c-9f4c-3b79fb10987f
7f53dc0a-fb0d-4cda-9e63-926150e96888,Alicia Powell,Male,17,South West,Public,5,95a5bafa-431d-429f-ac1e-86d8bfbf397b
000b1f5e-8c91-4d13-8ea0-2346092c4801,Rebecca Richmond,Male,19,South West,Public,5,6694c343-10ba-48e3-9276-2bdc1d34d08e
82226c16-e3de-4ec0-8dfa-21bea335b2c8,Mary Bryant,Male,18,North West,Public,6,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
0de4faf4-d347-44cc-9d04-032d57423882,Sarah Rivera,Male,17,South West,Private,5,82dc4c8e-36b5-429a-acf5-e81e71316269
791f49f6-9996-4612-9ea8-7552c47566bf,Heidi Chavez,Male,18,South West,Private,5,5260001e-eecf-47d2-b491-76f46090d697
38c46b38-a8ae-47b9-8262-cad018f1a1e4,Henry Schultz,Female,17,North Central,Private,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
85a0d089-8c35-4321-8abf-6f5cccc7147f,Brian Prince,Male,18,South West,Private,2,bf0d073d-821c-4336-9970-cf60ebff8d15
b783e1d5-d264-44b9-a3f4-7a557e0f60b2,Jennifer King,Female,19,South South,Private,9,a14923c2-f920-464c-8763-fcd01f15c7b6
ee22a70b-1ee9-4260-b002-d8313227e8d8,Cindy Summers,Male,16,North Central,Private,3,06e745f9-88bc-439c-9f4c-3b79fb10987f
1b968925-5682-4038-b77f-69b930c9c51f,Amber Schultz,Female,16,South East,Private,6,2067bdac-88bd-43d1-b540-b30e039f3a25
c5ab4e57-1f8b-4af1-96bc-532dac117bab,Judith Lawrence,Female,16,South South,Private,6,655238a6-43ff-4011-bd1a-85dd506e5a9a
7fb33be5-f6bf-4f72-a277-8161811317a8,Noah Tran,Male,16,North West,Private,3,dea4ae17-54fd-4ad3-9716-108ef72169bb
7ba16dd7-95ca-488d-96bc-a7126ecca931,Priscilla Kent,Male,18,North West,Private,5,8f15ba58-fce6-4504-87f8-424daae65fc1
bb01b2a5-2c74-4800-941c-23fab11af726,Ashley Sandoval,Female,16,South West,Public,5,8a476a87-e49d-481d-91d8-7c6455fa1ab8
810d5c57-5264-4a59-a1f8-5b339b2d5a2a,Jennifer Lynch,Female,18,North East,Private,8,60141de9-f54a-40a2-a874-66d7ad66a1bd
460a6125-3f8c-43d4-832a-fc4ab148b2a6,Grant Phillips,Female,17,South South,Public,3,48603b32-b4fb-4eb9-89c1-3de73b4206c5
69a9aff9-235f-43d5-a224-a806ce072a52,Stacey Hunt,Female,16,North Central,Public,10,87fa841a-3e83-491f-a544-0fe06e417d47
dc57546d-8c3d-431a-b395-2193d7d3b9d9,Norman Spencer,Female,18,North East,Private,3,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
9fc97264-35af-4b2d-b36d-778637a3c30a,Melissa Morse,Male,17,South South,Public,6,82ec9f2d-fbf6-416f-9b30-80d56fb78271
a66c0fa1-b5dc-4a9a-bb38-cd9121f6c63d,Cassandra Daniels,Male,19,South West,Private,2,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
1d8b32d9-b5d9-4d36-9287-964da30a6658,Kristina Aguilar,Male,15,North West,Private,9,8b10550c-d570-4f32-b02c-dd20286218b8
6adfd568-b5ca-4993-aaca-d101f1530f68,Stephanie Ferguson,Male,17,South West,Private,6,fd72b050-96a9-454f-9c33-e1f94c1f55ab
ceed0ffc-6c21-435d-98e8-b97ce0a25901,Brian James,Male,18,South East,Public,3,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
332cce0a-0e7d-4698-ab95-c72f0d95aaf5,Richard Terrell,Male,17,South West,Public,6,fd72b050-96a9-454f-9c33-e1f94c1f55ab
d6e1ba00-257c-44bc-8024-c424aef2ab2f,Richard Harris,Male,19,North West,Public,3,fd72b050-96a9-454f-9c33-e1f94c1f55ab
d06405a8-5bd2-4cb1-8845-3b2f8a8a4105,Luis Lowe,Female,15,North East,Public,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
be0ec2da-396c-457b-9d66-40718fd7b1a1,Jasmine Dixon,Male,16,South East,Private,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
49a2afde-b235-4a3c-8c7f-9517cbfd4a31,Amber James,Male,19,South East,Public,3,847fd9b4-e64d-4bcb-b027-53a15f987c71
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tracy Brown,Female,15,South West,Private,5,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
9edd2182-33fd-462d-8057-e470be6127a8,Shannon Ramos,Female,16,South East,Private,4,60141de9-f54a-40a2-a874-66d7ad66a1bd
b4629214-a23f-467d-a957-2bc239bd8bd6,Holly Chapman,Male,19,South East,Public,6,8a476a87-e49d-481d-91d8-7c6455fa1ab8
c6b18d94-324b-4c3d-9a77-91a2bd0b0fa2,Cheryl Cole,Female,18,South West,Private,6,8a476a87-e49d-481d-91d8-7c6455fa1ab8
2fddb26a-1310-4665-aec2-bb19fbc398d8,Nancy Wilson,Female,16,North East,Public,9,12a4def0-c4bb-47a9-9988-68dd9c7c7377
8e7d3f5a-4773-466a-adb2-b0200a670143,Christopher Singleton,Male,17,South East,Private,5,aefcfad8-efc8-4849-b3aa-7efe4458a885
b5ae329d-7761-4d80-949f-c34c0171f5a7,Amanda Mcfarland,Male,18,South West,Public,5,06e745f9-88bc-439c-9f4c-3b79fb10987f
eeb093fe-c60e-44d5-8d04-dcb698cd2655,Sarah Turner,Female,19,North East,Public,9,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
5bab7f4a-8cd7-4c27-929a-f586ca376c36,Michael Fox,Female,18,North West,Public,5,b04d3376-77fc-4703-9fd5-a423706c5c56
11740357-8546-4426-af12-0b9ef4fd25b7,Caitlin Daniels,Male,15,South East,Public,3,d47d577b-fa5a-41ca-859d-d55d4b943e30
38a06ffe-5972-48c5-9789-be6367465743,Mary Rivera,Female,19,North West,Public,3,60141de9-f54a-40a2-a874-66d7ad66a1bd
